Date and Time,B(x) nT,B(y) nT,B(z) nT,B-mag nT,x (Rj),y (Rj),z (Rj)
1997-05-07T15:37:13.800,-8.3,-25.2,-86.23,90.22,-1.57,-3.62,0.65
1997-05-07T15:37:14.133,-8.19,-25.05,-86.53,90.46,-1.57,-3.62,0.65
1997-05-07T15:37:14.467,-8.28,-25.17,-86.82,90.78,-1.57,-3.61,0.65
1997-05-07T15:37:14.800,-8.19,-25.02,-86.87,90.78,-1.57,-3.61,0.65
1997-05-07T15:37:15.133,-8.06,-24.92,-86.88,90.75,-1.57,-3.61,0.65
1997-05-07T15:37:15.467,-8.01,-24.96,-86.84,90.71,-1.57,-3.61,0.65
1997-05-07T15:37:15.800,-7.92,-24.84,-86.82,90.66,-1.57,-3.61,0.65
1997-05-07T15:37:16.133,-7.97,-24.91,-86.83,90.68,-1.57,-3.61,0.65
1997-05-07T15:37:16.467,-8.22,-25.08,-86.8,90.72,-1.57,-3.61,0.65
1997-05-07T15:37:16.800,-8.3,-24.98,-86.95,90.84,-1.57,-3.61,0.65
1997-05-07T15:37:17.133,-8.61,-24.94,-86.85,90.77,-1.57,-3.61,0.65
1997-05-07T15:37:17.467,-8.76,-24.95,-86.83,90.77,-1.57,-3.6,0.65
1997-05-07T15:37:17.800,-8.93,-24.86,-86.83,90.76,-1.57,-3.6,0.65
1997-05-07T15:37:18.133,-8.83,-24.83,-86.91,90.82,-1.57,-3.6,0.65
1997-05-07T15:37:18.467,-8.76,-24.93,-86.98,90.91,-1.57,-3.6,0.65
1997-05-07T15:37:18.800,-8.57,-24.86,-87.03,90.91,-1.57,-3.6,0.65
1997-05-07T15:37:19.133,-8.5,-24.67,-87.23,91.05,-1.57,-3.6,0.65
1997-05-07T15:37:19.467,-8.35,-24.73,-87.26,91.08,-1.57,-3.6,0.65
1997-05-07T15:37:19.800,-8.23,-24.7,-87.33,91.13,-1.57,-3.6,0.65
1997-05-07T15:37:20.133,-8.02,-24.74,-87.33,91.12,-1.57,-3.6,0.65
1997-05-07T15:37:20.467,-8.11,-24.75,-87.39,91.18,-1.57,-3.59,0.65
1997-05-07T15:37:20.800,-8.16,-24.67,-87.37,91.15,-1.57,-3.59,0.65
1997-05-07T15:37:21.133,-8.33,-24.64,-87.34,91.13,-1.57,-3.59,0.65
1997-05-07T15:37:21.467,-8.36,-24.91,-87.35,91.22,-1.57,-3.59,0.65
1997-05-07T15:37:21.800,-8.62,-25.17,-87.2,91.17,-1.57,-3.59,0.65
1997-05-07T15:37:22.134,-8.8,-25.11,-87.15,91.12,-1.57,-3.59,0.65
1997-05-07T15:37:22.467,-8.88,-25.18,-87.09,91.09,-1.57,-3.59,0.65
1997-05-07T15:37:22.800,-8.7,-25.18,-87.12,91.1,-1.57,-3.59,0.65
1997-05-07T15:37:23.133,-8.63,-25.22,-87.2,91.18,-1.57,-3.59,0.65
1997-05-07T15:37:23.467,-8.81,-25.15,-87.24,91.22,-1.57,-3.59,0.65
1997-05-07T15:37:23.800,-8.71,-25.21,-87.27,91.25,-1.57,-3.58,0.65
1997-05-07T15:37:24.134,-8.64,-25.28,-87.15,91.15,-1.57,-3.58,0.65
1997-05-07T15:37:24.467,-8.7,-25.28,-87.24,91.24,-1.57,-3.58,0.65
1997-05-07T15:37:24.800,-8.74,-25.28,-87.39,91.4,-1.57,-3.58,0.65
1997-05-07T15:37:25.133,-8.53,-25.29,-87.48,91.46,-1.57,-3.58,0.65
1997-05-07T15:37:25.467,-8.64,-25.21,-87.56,91.52,-1.57,-3.58,0.65
1997-05-07T15:37:25.800,-8.64,-25.24,-87.56,91.53,-1.57,-3.58,0.65
1997-05-07T15:37:26.134,-8.6,-25.41,-87.65,91.66,-1.57,-3.58,0.65
1997-05-07T15:37:26.467,-8.61,-25.48,-87.48,91.52,-1.57,-3.58,0.65
1997-05-07T15:37:26.800,-8.64,-25.39,-87.6,91.62,-1.57,-3.57,0.65
1997-05-07T15:37:27.133,-8.52,-25.39,-87.59,91.59,-1.57,-3.57,0.65
1997-05-07T15:37:27.467,-8.56,-25.44,-87.5,91.52,-1.57,-3.57,0.65
1997-05-07T15:37:27.800,-8.65,-25.5,-87.44,91.49,-1.57,-3.57,0.65
1997-05-07T15:37:28.134,-8.61,-25.52,-87.46,91.51,-1.57,-3.57,0.65
1997-05-07T15:37:28.467,-8.68,-25.47,-87.42,91.47,-1.57,-3.57,0.65
1997-05-07T15:37:28.800,-8.68,-25.43,-87.36,91.4,-1.57,-3.57,0.65
1997-05-07T15:37:29.133,-8.74,-25.4,-87.3,91.34,-1.57,-3.57,0.65
1997-05-07T15:37:29.467,-8.75,-25.35,-87.33,91.35,-1.57,-3.57,0.65
1997-05-07T15:37:29.800,-8.82,-25.24,-87.26,91.26,-1.57,-3.56,0.65
1997-05-07T15:37:30.134,-8.74,-25.17,-87.28,91.25,-1.57,-3.56,0.65
1997-05-07T15:37:30.467,-8.8,-25.06,-87.42,91.36,-1.57,-3.56,0.65
1997-05-07T15:37:30.800,-8.76,-24.98,-87.51,91.43,-1.57,-3.56,0.65
1997-05-07T15:37:31.133,-8.63,-25.05,-87.56,91.48,-1.57,-3.56,0.65
1997-05-07T15:37:31.467,-8.55,-24.95,-87.69,91.57,-1.57,-3.56,0.65
1997-05-07T15:37:31.800,-8.62,-24.76,-87.87,91.69,-1.57,-3.56,0.65
1997-05-07T15:37:32.134,-8.6,-24.72,-87.92,91.73,-1.57,-3.56,0.65
1997-05-07T15:37:32.467,-8.61,-24.84,-87.97,91.81,-1.57,-3.56,0.65
1997-05-07T15:37:32.800,-8.7,-25.08,-88.01,91.93,-1.57,-3.56,0.65
1997-05-07T15:37:33.133,-8.65,-25.25,-88.08,92.03,-1.57,-3.55,0.65
1997-05-07T15:37:33.467,-8.63,-25.26,-88.12,92.08,-1.57,-3.55,0.65
1997-05-07T15:37:33.800,-8.66,-25.23,-88.04,91.99,-1.57,-3.55,0.65
1997-05-07T15:37:34.134,-8.67,-25.29,-88.01,91.98,-1.57,-3.55,0.65
1997-05-07T15:37:34.467,-8.64,-25.33,-88,91.98,-1.57,-3.55,0.65
1997-05-07T15:37:34.800,-8.45,-25.14,-88.09,92,-1.57,-3.55,0.65
1997-05-07T15:37:35.133,-8.49,-24.95,-88.12,91.98,-1.57,-3.55,0.65
1997-05-07T15:37:35.467,-8.54,-24.9,-88.1,91.95,-1.57,-3.55,0.65
1997-05-07T15:37:35.800,-8.61,-24.95,-88.16,92.03,-1.57,-3.55,0.65
1997-05-07T15:37:36.134,-8.63,-24.85,-88.42,92.24,-1.57,-3.54,0.65
1997-05-07T15:37:36.467,-8.52,-24.87,-88.37,92.2,-1.57,-3.54,0.65
1997-05-07T15:37:36.800,-8.3,-24.63,-88.48,92.22,-1.57,-3.54,0.65
1997-05-07T15:37:37.133,-8.32,-24.83,-88.36,92.16,-1.57,-3.54,0.65
1997-05-07T15:37:37.467,-8.34,-25.04,-88.37,92.23,-1.57,-3.54,0.65
1997-05-07T15:37:37.800,-8.37,-25.17,-88.28,92.17,-1.57,-3.54,0.65
1997-05-07T15:37:38.134,-8.51,-25.22,-88.36,92.28,-1.57,-3.54,0.65
1997-05-07T15:37:38.467,-8.43,-25.33,-88.36,92.3,-1.57,-3.54,0.65
1997-05-07T15:37:38.800,-8.58,-25.23,-88.48,92.41,-1.57,-3.54,0.65
1997-05-07T15:37:39.133,-8.61,-25.28,-88.54,92.47,-1.57,-3.53,0.65
1997-05-07T15:37:39.467,-8.55,-25.31,-88.6,92.54,-1.57,-3.53,0.65
1997-05-07T15:37:39.800,-8.57,-25.36,-88.55,92.51,-1.57,-3.53,0.65
1997-05-07T15:37:40.134,-8.55,-25.28,-88.44,92.38,-1.57,-3.53,0.65
1997-05-07T15:37:40.467,-8.5,-25.29,-88.45,92.38,-1.57,-3.53,0.65
1997-05-07T15:37:40.800,-8.63,-25.33,-88.33,92.3,-1.57,-3.53,0.65
1997-05-07T15:37:41.133,-8.54,-25.11,-88.37,92.26,-1.57,-3.53,0.65
1997-05-07T15:37:41.467,-8.37,-25,-88.26,92.11,-1.57,-3.53,0.65
1997-05-07T15:37:41.800,-8.28,-25.02,-88.21,92.06,-1.57,-3.53,0.65
1997-05-07T15:37:42.134,-8.37,-24.66,-88.18,91.95,-1.57,-3.53,0.65
1997-05-07T15:37:42.467,-8.42,-24.55,-88.2,91.94,-1.57,-3.52,0.65
1997-05-07T15:37:42.800,-8.28,-24.4,-88.25,91.94,-1.57,-3.52,0.65
1997-05-07T15:37:43.133,-8.56,-24.47,-88.21,91.94,-1.57,-3.52,0.65
1997-05-07T15:37:43.467,-8.46,-24.62,-88.3,92.06,-1.57,-3.52,0.65
1997-05-07T15:37:43.800,-8.38,-24.62,-88.32,92.07,-1.57,-3.52,0.65
1997-05-07T15:37:44.134,-8.22,-24.65,-88.38,92.12,-1.57,-3.52,0.65
1997-05-07T15:37:44.467,-8.23,-24.49,-88.45,92.15,-1.57,-3.52,0.65
1997-05-07T15:37:44.800,-8.34,-24.52,-88.49,92.2,-1.57,-3.52,0.65
1997-05-07T15:37:45.133,-8.33,-24.54,-88.43,92.15,-1.57,-3.52,0.65
1997-05-07T15:37:45.467,-8.22,-24.71,-88.39,92.14,-1.57,-3.51,0.65
1997-05-07T15:37:45.800,-8.1,-24.83,-88.34,92.12,-1.57,-3.51,0.65
1997-05-07T15:37:46.134,-8.05,-24.76,-88.23,92,-1.57,-3.51,0.65
1997-05-07T15:37:46.467,-8.06,-24.71,-88.12,91.87,-1.57,-3.51,0.65
1997-05-07T15:37:46.800,-8.19,-24.7,-88.17,91.93,-1.57,-3.51,0.65
1997-05-07T15:37:47.133,-8.12,-24.62,-88.05,91.79,-1.57,-3.51,0.65
1997-05-07T15:37:47.467,-8.2,-24.5,-88.05,91.76,-1.57,-3.51,0.65
1997-05-07T15:37:47.800,-8.3,-24.26,-87.89,91.55,-1.57,-3.51,0.65
1997-05-07T15:37:48.134,-8.3,-24.16,-87.93,91.57,-1.57,-3.51,0.65
1997-05-07T15:37:48.467,-8.37,-24.27,-87.76,91.44,-1.57,-3.5,0.65
1997-05-07T15:37:48.801,-8.26,-24.37,-87.73,91.43,-1.57,-3.5,0.65
1997-05-07T15:37:49.133,-8.16,-24.38,-87.68,91.37,-1.57,-3.5,0.65
1997-05-07T15:37:49.467,-8.13,-24.51,-87.65,91.38,-1.57,-3.5,0.65
1997-05-07T15:37:49.800,-8.05,-24.63,-87.7,91.45,-1.57,-3.5,0.65
1997-05-07T15:37:50.134,-7.82,-24.63,-87.68,91.41,-1.57,-3.5,0.65
1997-05-07T15:37:50.467,-7.67,-24.41,-87.77,91.42,-1.57,-3.5,0.65
1997-05-07T15:37:50.801,-7.53,-24.7,-87.66,91.39,-1.57,-3.5,0.65
1997-05-07T15:37:51.133,-7.46,-24.6,-87.58,91.28,-1.57,-3.5,0.65
1997-05-07T15:37:51.467,-7.36,-24.63,-87.44,91.14,-1.57,-3.5,0.65
1997-05-07T15:37:51.800,-7.33,-25.24,-87.45,91.32,-1.57,-3.49,0.65
1997-05-07T15:37:52.134,-7.32,-25.75,-87.51,91.51,-1.57,-3.49,0.65
1997-05-07T15:37:52.467,-7.51,-26.01,-87.51,91.6,-1.57,-3.49,0.65
1997-05-07T15:37:52.801,-7.67,-25.95,-87.42,91.51,-1.57,-3.49,0.65
1997-05-07T15:37:53.134,-7.68,-25.88,-87.45,91.52,-1.57,-3.49,0.65
1997-05-07T15:37:53.467,-7.57,-25.59,-87.48,91.47,-1.57,-3.49,0.66
1997-05-07T15:37:53.801,-7.68,-25.51,-87.59,91.55,-1.57,-3.49,0.66
1997-05-07T15:37:54.134,-7.67,-25.49,-87.66,91.62,-1.57,-3.49,0.66
1997-05-07T15:37:54.467,-7.69,-25.67,-87.66,91.66,-1.57,-3.49,0.66
1997-05-07T15:37:54.801,-7.68,-25.67,-87.76,91.76,-1.57,-3.48,0.66
1997-05-07T15:37:55.134,-7.58,-25.51,-87.92,91.86,-1.57,-3.48,0.66
1997-05-07T15:37:55.467,-7.71,-25.45,-87.95,91.88,-1.57,-3.48,0.66
1997-05-07T15:37:55.801,-7.59,-25.41,-88.02,91.92,-1.57,-3.48,0.66
1997-05-07T15:37:56.134,-7.65,-25.58,-87.93,91.89,-1.57,-3.48,0.66
1997-05-07T15:37:56.467,-7.69,-25.7,-88.12,92.11,-1.57,-3.48,0.66
1997-05-07T15:37:56.801,-7.67,-25.7,-88.14,92.13,-1.57,-3.48,0.66
1997-05-07T15:37:57.134,-7.69,-25.56,-88.21,92.16,-1.57,-3.48,0.66
1997-05-07T15:37:57.467,-7.81,-25.58,-88.34,92.3,-1.57,-3.48,0.66
1997-05-07T15:37:57.801,-7.68,-25.91,-88.56,92.59,-1.57,-3.47,0.66
1997-05-07T15:37:58.134,-7.55,-25.96,-88.69,92.72,-1.57,-3.47,0.66
1997-05-07T15:37:58.467,-7.44,-26.14,-88.62,92.7,-1.57,-3.47,0.66
1997-05-07T15:37:58.801,-7.56,-26.1,-88.77,92.84,-1.57,-3.47,0.66
1997-05-07T15:37:59.134,-7.6,-25.97,-88.91,92.93,-1.57,-3.47,0.66
1997-05-07T15:37:59.467,-7.57,-25.85,-89.05,93.03,-1.57,-3.47,0.66
1997-05-07T15:37:59.801,-7.64,-25.62,-89.04,92.97,-1.57,-3.47,0.66
1997-05-07T15:38:00.134,-7.49,-25.91,-89.06,93.05,-1.57,-3.47,0.66
1997-05-07T15:38:00.467,-7.41,-25.78,-89.06,93.01,-1.57,-3.47,0.66
1997-05-07T15:38:00.801,-7.33,-25.7,-88.99,92.92,-1.57,-3.46,0.66
1997-05-07T15:38:01.134,-7.38,-25.18,-89.09,92.88,-1.57,-3.46,0.66
1997-05-07T15:38:01.467,-7.63,-25,-89.06,92.82,-1.57,-3.46,0.66
1997-05-07T15:38:01.801,-7.85,-24.55,-89.07,92.72,-1.57,-3.46,0.66
1997-05-07T15:38:02.134,-7.84,-24.42,-89.12,92.74,-1.57,-3.46,0.66
1997-05-07T15:38:02.467,-7.8,-24.55,-89.14,92.79,-1.57,-3.46,0.66
1997-05-07T15:38:02.801,-7.74,-24.86,-89.19,92.91,-1.57,-3.46,0.66
1997-05-07T15:38:03.134,-7.63,-24.92,-89.09,92.83,-1.57,-3.46,0.66
1997-05-07T15:38:03.467,-7.73,-24.85,-89.13,92.85,-1.57,-3.46,0.66
1997-05-07T15:38:03.801,-7.69,-24.9,-89.15,92.88,-1.57,-3.46,0.66
1997-05-07T15:38:04.134,-7.72,-24.94,-89.07,92.82,-1.57,-3.45,0.66
1997-05-07T15:38:04.467,-7.73,-24.87,-89.01,92.74,-1.57,-3.45,0.66
1997-05-07T15:38:04.801,-7.78,-24.77,-88.91,92.63,-1.57,-3.45,0.66
1997-05-07T15:38:05.134,-7.86,-24.54,-89.02,92.67,-1.57,-3.45,0.66
1997-05-07T15:38:05.467,-7.9,-24.65,-88.89,92.58,-1.57,-3.45,0.66
1997-05-07T15:38:05.801,-7.93,-24.74,-88.82,92.54,-1.57,-3.45,0.66
1997-05-07T15:38:06.134,-7.96,-24.73,-88.67,92.4,-1.57,-3.45,0.66
1997-05-07T15:38:06.467,-7.91,-24.81,-88.68,92.42,-1.57,-3.45,0.66
1997-05-07T15:38:06.801,-8.05,-24.81,-88.68,92.44,-1.57,-3.45,0.66
1997-05-07T15:38:07.134,-8.09,-24.66,-88.65,92.37,-1.57,-3.44,0.66
1997-05-07T15:38:07.467,-8.03,-24.6,-88.55,92.25,-1.57,-3.44,0.66
1997-05-07T15:38:07.801,-8.16,-24.29,-88.61,92.24,-1.57,-3.44,0.66
1997-05-07T15:38:08.134,-8.02,-24.22,-88.54,92.15,-1.57,-3.44,0.66
1997-05-07T15:38:08.467,-8,-24.16,-88.65,92.23,-1.57,-3.44,0.66
1997-05-07T15:38:08.801,-8.07,-23.95,-88.86,92.39,-1.57,-3.44,0.66
1997-05-07T15:38:09.134,-8.09,-23.87,-88.98,92.48,-1.57,-3.44,0.66
1997-05-07T15:38:09.467,-7.9,-23.9,-88.89,92.39,-1.57,-3.44,0.66
1997-05-07T15:38:09.801,-7.78,-23.98,-88.99,92.49,-1.57,-3.44,0.66
1997-05-07T15:38:10.134,-7.72,-23.89,-89.04,92.51,-1.57,-3.43,0.66
1997-05-07T15:38:10.467,-7.63,-23.87,-89.16,92.61,-1.57,-3.43,0.66
1997-05-07T15:38:10.801,-7.71,-23.84,-89.04,92.49,-1.57,-3.43,0.66
1997-05-07T15:38:11.134,-7.81,-24.01,-89.08,92.59,-1.57,-3.43,0.66
1997-05-07T15:38:11.467,-7.87,-23.99,-89.07,92.58,-1.57,-3.43,0.66
1997-05-07T15:38:11.801,-7.84,-23.95,-88.99,92.48,-1.57,-3.43,0.66
1997-05-07T15:38:12.134,-7.83,-24.11,-88.94,92.48,-1.57,-3.43,0.66
1997-05-07T15:38:12.467,-7.83,-24.22,-88.8,92.37,-1.57,-3.43,0.66
1997-05-07T15:38:12.801,-7.83,-24.22,-88.8,92.37,-1.57,-3.43,0.66
1997-05-07T15:38:13.134,-7.87,-24.22,-88.76,92.34,-1.57,-3.43,0.66
1997-05-07T15:38:13.467,-7.81,-24.27,-88.75,92.34,-1.57,-3.42,0.66
1997-05-07T15:38:13.801,-7.79,-24.23,-88.81,92.39,-1.57,-3.42,0.66
1997-05-07T15:38:14.134,-7.83,-24.27,-88.86,92.45,-1.57,-3.42,0.66
1997-05-07T15:38:14.467,-7.92,-23.95,-88.98,92.48,-1.57,-3.42,0.66
1997-05-07T15:38:14.801,-7.97,-23.8,-89.15,92.61,-1.57,-3.42,0.66
1997-05-07T15:38:15.134,-7.88,-23.6,-89.2,92.61,-1.57,-3.42,0.66
1997-05-07T15:38:15.467,-7.78,-23.6,-89.5,92.89,-1.57,-3.42,0.66
1997-05-07T15:38:15.801,-7.88,-23.63,-89.59,92.99,-1.57,-3.42,0.66
1997-05-07T15:38:16.134,-7.89,-23.7,-89.57,92.99,-1.57,-3.42,0.66
1997-05-07T15:38:16.467,-7.91,-23.8,-89.6,93.05,-1.57,-3.41,0.66
1997-05-07T15:38:16.801,-7.9,-23.84,-89.6,93.05,-1.57,-3.41,0.66
1997-05-07T15:38:17.134,-7.93,-23.86,-89.76,93.22,-1.57,-3.41,0.66
1997-05-07T15:38:17.467,-7.99,-23.89,-89.72,93.19,-1.57,-3.41,0.66
1997-05-07T15:38:17.801,-7.96,-23.94,-89.69,93.17,-1.57,-3.41,0.66
1997-05-07T15:38:18.134,-8.06,-23.98,-89.62,93.13,-1.57,-3.41,0.66
1997-05-07T15:38:18.467,-7.86,-23.94,-89.62,93.09,-1.57,-3.41,0.66
1997-05-07T15:38:18.801,-7.84,-23.94,-89.53,93.01,-1.57,-3.41,0.66
1997-05-07T15:38:19.134,-7.91,-24.08,-89.4,92.92,-1.57,-3.41,0.66
1997-05-07T15:38:19.467,-7.87,-23.99,-89.39,92.89,-1.57,-3.4,0.66
1997-05-07T15:38:19.801,-7.82,-24.07,-89.43,92.94,-1.57,-3.4,0.66
1997-05-07T15:38:20.134,-7.69,-23.97,-89.46,92.94,-1.57,-3.4,0.66
1997-05-07T15:38:20.467,-7.77,-24.05,-89.28,92.78,-1.57,-3.4,0.66
1997-05-07T15:38:20.800,-7.85,-23.94,-89.38,92.86,-1.57,-3.4,0.66
1997-05-07T15:38:21.134,-7.85,-23.89,-89.36,92.83,-1.57,-3.4,0.66
1997-05-07T15:38:21.467,-7.83,-23.88,-89.47,92.93,-1.56,-3.4,0.66
1997-05-07T15:38:21.801,-7.78,-24.04,-89.68,93.17,-1.56,-3.4,0.66
1997-05-07T15:38:22.133,-7.81,-24.05,-89.7,93.2,-1.56,-3.4,0.66
1997-05-07T15:38:22.467,-7.78,-24.25,-89.77,93.31,-1.56,-3.4,0.66
1997-05-07T15:38:22.800,-7.86,-24.27,-89.78,93.33,-1.56,-3.39,0.66
1997-05-07T15:38:23.134,-7.89,-24.3,-89.8,93.37,-1.56,-3.39,0.66
1997-05-07T15:38:23.467,-7.98,-24.13,-89.77,93.3,-1.56,-3.39,0.66
1997-05-07T15:38:23.801,-8.19,-24.09,-89.67,93.21,-1.56,-3.39,0.66
1997-05-07T15:38:24.133,-8.2,-24.11,-89.65,93.19,-1.56,-3.39,0.66
1997-05-07T15:38:24.467,-8.21,-24.07,-89.71,93.25,-1.56,-3.39,0.66
1997-05-07T15:38:24.800,-8.34,-24.1,-89.65,93.21,-1.56,-3.39,0.66
1997-05-07T15:38:25.134,-8.36,-23.97,-89.63,93.16,-1.56,-3.39,0.66
1997-05-07T15:38:25.467,-8.42,-23.92,-89.63,93.15,-1.56,-3.39,0.66
1997-05-07T15:38:25.801,-8.65,-23.75,-89.57,93.06,-1.56,-3.38,0.66
1997-05-07T15:38:26.133,-8.63,-23.9,-89.6,93.13,-1.56,-3.38,0.66
1997-05-07T15:38:26.467,-8.65,-23.95,-89.47,93.02,-1.56,-3.38,0.66
1997-05-07T15:38:26.800,-8.59,-23.85,-89.49,93.01,-1.56,-3.38,0.66
1997-05-07T15:38:27.134,-8.54,-23.78,-89.43,92.93,-1.56,-3.38,0.66
1997-05-07T15:38:27.467,-8.41,-23.86,-89.34,92.85,-1.56,-3.38,0.66
1997-05-07T15:38:27.801,-8.51,-23.9,-89.48,93.01,-1.56,-3.38,0.66
1997-05-07T15:38:28.133,-8.39,-24,-89.69,93.23,-1.56,-3.38,0.66
1997-05-07T15:38:28.467,-8.47,-23.82,-89.78,93.27,-1.56,-3.38,0.66
1997-05-07T15:38:28.800,-8.54,-23.8,-89.92,93.4,-1.56,-3.37,0.66
1997-05-07T15:38:29.134,-8.36,-23.87,-89.96,93.45,-1.56,-3.37,0.66
1997-05-07T15:38:29.467,-8.2,-24.11,-89.85,93.39,-1.56,-3.37,0.66
1997-05-07T15:38:29.801,-8.26,-23.77,-89.89,93.35,-1.56,-3.37,0.66
1997-05-07T15:38:30.133,-8.33,-24.16,-89.9,93.46,-1.56,-3.37,0.66
1997-05-07T15:38:30.467,-8.42,-24.29,-89.95,93.56,-1.56,-3.37,0.66
1997-05-07T15:38:30.800,-8.37,-24.45,-89.95,93.59,-1.56,-3.37,0.66
1997-05-07T15:38:31.134,-8.29,-24.67,-89.85,93.54,-1.56,-3.37,0.66
