Date and Time,B(x) nT,B(y) nT,B(z) nT,B-mag nT,x (Rj),y (Rj),z (Rj)
1996-06-27T06:07:08.894,17.9,-73.51,-83.67,112.8,-0.09,-4.01,0.04
1996-06-27T06:07:09.260,17.91,-73.47,-83.69,112.8,-0.09,-4.01,0.04
1996-06-27T06:07:09.560,17.88,-73.58,-83.56,112.77,-0.09,-4.01,0.04
1996-06-27T06:07:09.927,17.82,-73.59,-83.6,112.79,-0.09,-4,0.04
1996-06-27T06:07:10.227,17.89,-73.59,-83.49,112.72,-0.09,-4,0.04
1996-06-27T06:07:10.594,17.93,-73.71,-83.31,112.67,-0.09,-4,0.04
1996-06-27T06:07:10.894,18.02,-73.76,-83.33,112.73,-0.09,-4,0.04
1996-06-27T06:07:11.260,17.89,-73.89,-83.26,112.75,-0.09,-4,0.04
1996-06-27T06:07:11.560,17.85,-74,-83.25,112.8,-0.09,-4,0.04
1996-06-27T06:07:11.927,17.86,-73.95,-83.43,112.91,-0.09,-4,0.04
1996-06-27T06:07:12.227,17.98,-74.13,-83.26,112.92,-0.09,-4,0.04
1996-06-27T06:07:12.594,17.97,-74.16,-83.24,112.93,-0.09,-4,0.04
1996-06-27T06:07:12.894,18.02,-74.16,-83.06,112.8,-0.09,-4,0.04
1996-06-27T06:07:13.260,18.15,-73.91,-82.87,112.51,-0.09,-4,0.04
1996-06-27T06:07:13.560,18.14,-73.99,-82.85,112.55,-0.09,-3.99,0.04
1996-06-27T06:07:13.927,18.17,-73.83,-82.72,112.36,-0.09,-3.99,0.04
1996-06-27T06:07:14.227,18.31,-73.98,-82.55,112.35,-0.08,-3.99,0.04
1996-06-27T06:07:14.594,18.38,-73.94,-82.35,112.19,-0.08,-3.99,0.04
1996-06-27T06:07:14.894,18.47,-73.94,-82.35,112.21,-0.08,-3.99,0.04
1996-06-27T06:07:15.260,18.45,-73.88,-82.38,112.18,-0.08,-3.99,0.04
1996-06-27T06:07:15.560,18.54,-73.91,-82.45,112.27,-0.08,-3.99,0.04
1996-06-27T06:07:15.927,18.56,-73.85,-82.5,112.27,-0.08,-3.99,0.04
1996-06-27T06:07:16.227,18.49,-73.8,-82.56,112.27,-0.08,-3.99,0.04
1996-06-27T06:07:16.594,18.58,-73.8,-82.62,112.33,-0.08,-3.99,0.04
1996-06-27T06:07:16.894,18.6,-73.72,-82.69,112.33,-0.08,-3.99,0.04
1996-06-27T06:07:17.260,18.86,-73.76,-82.48,112.25,-0.08,-3.98,0.04
1996-06-27T06:07:17.560,18.78,-73.56,-82.72,112.27,-0.08,-3.98,0.04
1996-06-27T06:07:17.927,18.54,-73.54,-82.87,112.33,-0.08,-3.98,0.04
1996-06-27T06:07:18.227,18.53,-73.5,-82.95,112.37,-0.08,-3.98,0.04
1996-06-27T06:07:18.594,18.65,-73.47,-82.62,112.12,-0.08,-3.98,0.04
1996-06-27T06:07:18.894,18.63,-73.41,-82.5,111.99,-0.08,-3.98,0.04
1996-06-27T06:07:19.260,18.42,-73.34,-82.6,111.99,-0.08,-3.98,0.04
1996-06-27T06:07:19.560,18.46,-73.38,-82.69,112.09,-0.08,-3.98,0.04
1996-06-27T06:07:19.927,18.18,-73.3,-82.88,112.13,-0.08,-3.98,0.04
1996-06-27T06:07:20.227,18.26,-73.21,-83.03,112.19,-0.08,-3.98,0.04
1996-06-27T06:07:20.594,17.83,-72.96,-83.27,112.14,-0.08,-3.98,0.04
1996-06-27T06:07:20.894,17.5,-72.83,-83.48,112.16,-0.08,-3.98,0.04
1996-06-27T06:07:21.260,17.78,-73.06,-83.51,112.37,-0.08,-3.97,0.04
1996-06-27T06:07:21.560,17.85,-73.08,-83.53,112.41,-0.08,-3.97,0.04
1996-06-27T06:07:21.927,17.73,-72.95,-83.65,112.4,-0.08,-3.97,0.04
1996-06-27T06:07:22.227,17.62,-72.98,-83.76,112.48,-0.08,-3.97,0.04
1996-06-27T06:07:22.594,17.63,-72.92,-83.75,112.44,-0.08,-3.97,0.04
1996-06-27T06:07:22.894,17.54,-72.97,-83.69,112.41,-0.08,-3.97,0.04
1996-06-27T06:07:23.260,17.65,-72.96,-83.62,112.37,-0.08,-3.97,0.04
1996-06-27T06:07:23.560,17.64,-73,-83.6,112.38,-0.08,-3.97,0.04
1996-06-27T06:07:23.927,17.75,-73.07,-83.47,112.34,-0.08,-3.97,0.04
1996-06-27T06:07:24.227,17.63,-72.99,-83.59,112.37,-0.08,-3.97,0.04
1996-06-27T06:07:24.594,17.35,-73.1,-83.76,112.52,-0.08,-3.97,0.04
1996-06-27T06:07:24.894,17.59,-73.09,-83.73,112.53,-0.08,-3.96,0.04
1996-06-27T06:07:25.260,17.64,-73.06,-83.75,112.54,-0.08,-3.96,0.04
1996-06-27T06:07:25.560,17.61,-73.15,-83.7,112.55,-0.07,-3.96,0.04
1996-06-27T06:07:25.927,17.87,-73.19,-83.45,112.43,-0.07,-3.96,0.04
1996-06-27T06:07:26.227,18.1,-73.32,-83.3,112.44,-0.07,-3.96,0.05
1996-06-27T06:07:26.594,18.07,-73.31,-83.39,112.49,-0.07,-3.96,0.05
1996-06-27T06:07:26.894,18.21,-73.37,-83.33,112.51,-0.07,-3.96,0.05
1996-06-27T06:07:27.260,18.07,-73.46,-83.34,112.56,-0.07,-3.96,0.05
1996-06-27T06:07:27.560,18.29,-73.55,-83.23,112.57,-0.07,-3.96,0.05
1996-06-27T06:07:27.927,18.31,-73.56,-83.22,112.57,-0.07,-3.96,0.05
1996-06-27T06:07:28.227,18.35,-73.67,-83.15,112.6,-0.07,-3.96,0.05
1996-06-27T06:07:28.594,18.25,-73.81,-83.19,112.71,-0.07,-3.95,0.05
1996-06-27T06:07:28.894,18.29,-73.96,-83.12,112.75,-0.07,-3.95,0.05
1996-06-27T06:07:29.260,18.41,-74.07,-83.12,112.85,-0.07,-3.95,0.05
1996-06-27T06:07:29.560,18.38,-74.21,-83.02,112.86,-0.07,-3.95,0.05
1996-06-27T06:07:29.927,18.27,-74.39,-82.98,112.94,-0.07,-3.95,0.05
1996-06-27T06:07:30.227,18.2,-74.43,-82.81,112.82,-0.07,-3.95,0.05
1996-06-27T06:07:30.594,18.15,-74.56,-82.6,112.74,-0.07,-3.95,0.05
1996-06-27T06:07:30.894,18.13,-74.49,-82.57,112.68,-0.07,-3.95,0.05
1996-06-27T06:07:31.260,17.92,-74.53,-82.49,112.61,-0.07,-3.95,0.05
1996-06-27T06:07:31.560,17.76,-74.66,-82.38,112.58,-0.07,-3.95,0.05
1996-06-27T06:07:31.927,17.65,-74.72,-82.02,112.35,-0.07,-3.95,0.05
1996-06-27T06:07:32.227,17.56,-74.82,-81.7,112.17,-0.07,-3.94,0.05
1996-06-27T06:07:32.594,17.66,-74.65,-81.64,112.02,-0.07,-3.94,0.05
1996-06-27T06:07:32.894,17.4,-74.82,-81.46,111.96,-0.07,-3.94,0.05
1996-06-27T06:07:33.260,17.19,-74.73,-81.31,111.76,-0.07,-3.94,0.05
1996-06-27T06:07:33.560,17.29,-74.63,-81.44,111.81,-0.07,-3.94,0.05
1996-06-27T06:07:33.927,17.31,-74.88,-81.17,111.78,-0.07,-3.94,0.05
1996-06-27T06:07:34.227,17.17,-74.84,-81.43,111.92,-0.07,-3.94,0.05
1996-06-27T06:07:34.594,17.32,-74.7,-81.75,112.08,-0.07,-3.94,0.05
1996-06-27T06:07:34.894,17.37,-74.85,-81.56,112.06,-0.07,-3.94,0.05
1996-06-27T06:07:35.260,17.38,-74.73,-81.62,112.02,-0.07,-3.94,0.05
1996-06-27T06:07:35.560,17.11,-74.78,-81.65,112.03,-0.07,-3.94,0.05
1996-06-27T06:07:35.927,17.02,-74.9,-81.46,111.97,-0.07,-3.93,0.05
1996-06-27T06:07:36.227,16.97,-74.78,-81.58,111.96,-0.07,-3.93,0.05
1996-06-27T06:07:36.594,17.02,-74.86,-81.49,111.96,-0.07,-3.93,0.05
1996-06-27T06:07:36.894,17.17,-74.79,-81.38,111.85,-0.06,-3.93,0.05
1996-06-27T06:07:37.260,17.06,-74.89,-81.24,111.8,-0.06,-3.93,0.05
1996-06-27T06:07:37.560,17.06,-74.7,-81.33,111.74,-0.06,-3.93,0.05
1996-06-27T06:07:37.927,17.01,-74.45,-81.39,111.61,-0.06,-3.93,0.05
1996-06-27T06:07:38.227,17.03,-74.46,-81.41,111.63,-0.06,-3.93,0.05
1996-06-27T06:07:38.594,16.66,-74.45,-81.35,111.53,-0.06,-3.93,0.05
1996-06-27T06:07:38.894,16.55,-74.43,-81.47,111.59,-0.06,-3.93,0.05
1996-06-27T06:07:39.260,16.25,-74.22,-81.7,111.57,-0.06,-3.93,0.05
1996-06-27T06:07:39.560,16.07,-74.42,-81.7,111.67,-0.06,-3.93,0.05
1996-06-27T06:07:39.927,15.9,-74.94,-81.18,111.62,-0.06,-3.92,0.05
1996-06-27T06:07:40.227,16.06,-74.89,-81.05,111.52,-0.06,-3.92,0.05
1996-06-27T06:07:40.594,16.07,-74.44,-81.62,111.63,-0.06,-3.92,0.05
1996-06-27T06:07:40.894,16.13,-74.62,-81.44,111.63,-0.06,-3.92,0.05
1996-06-27T06:07:41.260,16.24,-75.03,-81.01,111.61,-0.06,-3.92,0.05
1996-06-27T06:07:41.560,16.12,-75.18,-80.74,111.5,-0.06,-3.92,0.05
1996-06-27T06:07:41.927,16.03,-74.74,-81.35,111.63,-0.06,-3.92,0.05
1996-06-27T06:07:42.227,16.07,-74.24,-81.72,111.57,-0.06,-3.92,0.05
1996-06-27T06:07:42.594,16.26,-74.23,-81.82,111.67,-0.06,-3.92,0.05
1996-06-27T06:07:42.894,16.6,-74.75,-81.37,111.73,-0.06,-3.92,0.05
1996-06-27T06:07:43.260,16.91,-74.8,-81.16,111.67,-0.06,-3.92,0.05
1996-06-27T06:07:43.560,16.97,-74.82,-81.26,111.75,-0.06,-3.91,0.05
1996-06-27T06:07:43.927,17.01,-74.71,-81.26,111.69,-0.06,-3.91,0.05
1996-06-27T06:07:44.227,17.01,-74.76,-81.21,111.68,-0.06,-3.91,0.05
1996-06-27T06:07:44.594,17.01,-74.72,-81.31,111.73,-0.06,-3.91,0.05
1996-06-27T06:07:44.894,16.97,-74.7,-81.44,111.81,-0.06,-3.91,0.05
1996-06-27T06:07:45.260,16.86,-74.66,-81.42,111.75,-0.06,-3.91,0.05
1996-06-27T06:07:45.560,17.01,-74.83,-81.34,111.83,-0.06,-3.91,0.05
1996-06-27T06:07:45.927,17.01,-74.83,-81.42,111.88,-0.06,-3.91,0.05
1996-06-27T06:07:46.227,17.1,-74.75,-81.48,111.89,-0.06,-3.91,0.05
1996-06-27T06:07:46.594,17.13,-74.7,-81.49,111.87,-0.06,-3.91,0.06
1996-06-27T06:07:46.894,17.23,-74.76,-81.41,111.86,-0.06,-3.91,0.06
1996-06-27T06:07:47.260,17.48,-74.81,-81.32,111.87,-0.06,-3.9,0.06
1996-06-27T06:07:47.560,17.65,-74.79,-81.25,111.83,-0.06,-3.9,0.06
1996-06-27T06:07:47.927,17.73,-75.24,-80.86,111.86,-0.06,-3.9,0.06
1996-06-27T06:07:48.227,17.55,-75.25,-80.92,111.89,-0.05,-3.9,0.06
1996-06-27T06:07:48.594,17.53,-74.92,-81.21,111.87,-0.05,-3.9,0.06
1996-06-27T06:07:48.894,17.48,-74.61,-81.43,111.82,-0.05,-3.9,0.06
1996-06-27T06:07:49.260,17.2,-74.49,-81.43,111.69,-0.05,-3.9,0.06
1996-06-27T06:07:49.560,17.14,-74.4,-81.34,111.56,-0.05,-3.9,0.06
1996-06-27T06:07:49.927,17.16,-74.55,-81.08,111.47,-0.05,-3.9,0.06
1996-06-27T06:07:50.227,17.14,-74.62,-81.11,111.53,-0.05,-3.9,0.06
1996-06-27T06:07:50.594,16.98,-74.6,-81.12,111.51,-0.05,-3.9,0.06
1996-06-27T06:07:50.894,17.24,-74.81,-80.99,111.59,-0.05,-3.89,0.06
1996-06-27T06:07:51.260,17.09,-74.7,-81.04,111.53,-0.05,-3.89,0.06
1996-06-27T06:07:51.560,17.03,-74.64,-81.34,111.7,-0.05,-3.89,0.06
1996-06-27T06:07:51.927,17.09,-74.39,-81.68,111.79,-0.05,-3.89,0.06
1996-06-27T06:07:52.227,17.27,-74.55,-81.55,111.84,-0.05,-3.89,0.06
1996-06-27T06:07:52.594,17.41,-74.52,-81.5,111.8,-0.05,-3.89,0.06
1996-06-27T06:07:52.894,17.55,-74.47,-81.49,111.78,-0.05,-3.89,0.06
1996-06-27T06:07:53.260,17.91,-74.48,-81.18,111.62,-0.05,-3.89,0.06
1996-06-27T06:07:53.560,18.02,-74.33,-81.1,111.48,-0.05,-3.89,0.06
1996-06-27T06:07:53.927,17.91,-74.14,-81.09,111.32,-0.05,-3.89,0.06
1996-06-27T06:07:54.227,17.88,-73.99,-81.07,111.21,-0.05,-3.89,0.06
1996-06-27T06:07:54.594,17.79,-73.85,-81.31,111.27,-0.05,-3.88,0.06
1996-06-27T06:07:54.894,17.65,-73.75,-81.41,111.26,-0.05,-3.88,0.06
1996-06-27T06:07:55.260,17.88,-73.84,-81.17,111.18,-0.05,-3.88,0.06
1996-06-27T06:07:55.560,18.13,-73.87,-81.18,111.25,-0.05,-3.88,0.06
1996-06-27T06:07:55.927,18.15,-73.79,-81.32,111.3,-0.05,-3.88,0.06
1996-06-27T06:07:56.227,18.22,-73.71,-81.33,111.27,-0.05,-3.88,0.06
1996-06-27T06:07:56.594,18.33,-73.53,-81.49,111.28,-0.05,-3.88,0.06
1996-06-27T06:07:56.894,18.56,-73.29,-81.56,111.21,-0.05,-3.88,0.06
1996-06-27T06:07:57.260,18.78,-73.37,-81.49,111.25,-0.05,-3.88,0.06
1996-06-27T06:07:57.560,18.97,-73.3,-81.36,111.14,-0.05,-3.88,0.06
1996-06-27T06:07:57.927,18.9,-73.14,-81.34,111.01,-0.05,-3.88,0.06
1996-06-27T06:07:58.227,18.9,-73.01,-81.56,111.08,-0.05,-3.87,0.06
1996-06-27T06:07:58.594,19.15,-73.08,-81.4,111.05,-0.05,-3.87,0.06
1996-06-27T06:07:58.894,19.22,-72.97,-81.46,111.04,-0.05,-3.87,0.06
1996-06-27T06:07:59.260,19,-72.88,-81.73,111.14,-0.04,-3.87,0.06
1996-06-27T06:07:59.560,18.73,-72.75,-81.82,111.07,-0.04,-3.87,0.06
1996-06-27T06:07:59.927,18.58,-72.64,-82.04,111.14,-0.04,-3.87,0.06
1996-06-27T06:08:00.227,18.54,-72.62,-82.14,111.19,-0.04,-3.87,0.06
1996-06-27T06:08:00.594,18.82,-72.79,-82.15,111.36,-0.04,-3.87,0.06
1996-06-27T06:08:00.894,18.91,-72.83,-82.17,111.42,-0.04,-3.87,0.06
1996-06-27T06:08:01.260,19.13,-72.69,-82.33,111.48,-0.04,-3.87,0.06
1996-06-27T06:08:01.560,18.99,-72.68,-82.47,111.55,-0.04,-3.87,0.06
1996-06-27T06:08:01.927,19.04,-72.76,-82.58,111.7,-0.04,-3.86,0.06
1996-06-27T06:08:02.227,18.96,-72.76,-82.77,111.83,-0.04,-3.86,0.06
1996-06-27T06:08:02.594,19.05,-72.94,-82.93,112.07,-0.04,-3.86,0.06
1996-06-27T06:08:02.894,19.2,-73.01,-82.89,112.12,-0.04,-3.86,0.06
1996-06-27T06:08:03.260,19.68,-73.32,-82.59,112.18,-0.04,-3.86,0.06
1996-06-27T06:08:03.560,19.88,-73.7,-82.67,112.52,-0.04,-3.86,0.06
1996-06-27T06:08:03.927,20.15,-73.93,-82.55,112.64,-0.04,-3.86,0.06
1996-06-27T06:08:04.227,20.18,-73.97,-82.72,112.79,-0.04,-3.86,0.06
1996-06-27T06:08:04.594,20.2,-74.05,-83,113.05,-0.04,-3.86,0.06
1996-06-27T06:08:04.894,20.2,-73.94,-83.17,113.11,-0.04,-3.86,0.06
1996-06-27T06:08:05.260,20.38,-74.12,-83.04,113.16,-0.04,-3.86,0.06
1996-06-27T06:08:05.560,20.4,-74.25,-82.89,113.14,-0.04,-3.86,0.06
1996-06-27T06:08:05.927,20.42,-74.17,-82.91,113.1,-0.04,-3.85,0.06
1996-06-27T06:08:06.227,20.47,-74.26,-82.81,113.1,-0.04,-3.85,0.06
1996-06-27T06:08:06.594,20.72,-74.32,-82.77,113.16,-0.04,-3.85,0.06
1996-06-27T06:08:06.894,21.09,-74.72,-82.44,113.25,-0.04,-3.85,0.07
1996-06-27T06:08:07.260,21.18,-74.74,-82.32,113.18,-0.04,-3.85,0.07
1996-06-27T06:08:07.560,21,-74.7,-82.17,113.02,-0.04,-3.85,0.07
1996-06-27T06:08:07.927,20.81,-74.64,-82.1,112.9,-0.04,-3.85,0.07
1996-06-27T06:08:08.227,20.57,-74.76,-82.15,112.96,-0.04,-3.85,0.07
1996-06-27T06:08:08.594,20.49,-74.85,-82.17,113.02,-0.04,-3.85,0.07
1996-06-27T06:08:08.894,20.52,-74.87,-81.99,112.91,-0.04,-3.85,0.07
1996-06-27T06:08:09.260,20.5,-75.06,-81.7,112.83,-0.04,-3.85,0.07
1996-06-27T06:08:09.560,20.31,-75.19,-81.72,112.89,-0.04,-3.84,0.07
1996-06-27T06:08:09.927,20.07,-75.23,-81.74,112.88,-0.04,-3.84,0.07
1996-06-27T06:08:10.227,20.05,-75.18,-81.82,112.91,-0.04,-3.84,0.07
1996-06-27T06:08:10.594,20.01,-75.15,-82.1,113.08,-0.03,-3.84,0.07
1996-06-27T06:08:10.894,19.97,-75.18,-82.14,113.13,-0.03,-3.84,0.07
1996-06-27T06:08:11.260,20.04,-75.22,-82.12,113.15,-0.03,-3.84,0.07
1996-06-27T06:08:11.560,19.85,-75.42,-82.28,113.37,-0.03,-3.84,0.07
1996-06-27T06:08:11.927,19.67,-75.27,-82.36,113.29,-0.03,-3.84,0.07
1996-06-27T06:08:12.227,19.71,-75.3,-82.38,113.33,-0.03,-3.84,0.07
1996-06-27T06:08:12.594,19.63,-75.28,-82.58,113.46,-0.03,-3.84,0.07
1996-06-27T06:08:12.894,19.58,-75.18,-82.76,113.51,-0.03,-3.84,0.07
1996-06-27T06:08:13.260,19.55,-75.16,-82.75,113.49,-0.03,-3.83,0.07
1996-06-27T06:08:13.560,19.71,-75.12,-82.73,113.47,-0.03,-3.83,0.07
1996-06-27T06:08:13.927,19.77,-74.97,-82.89,113.49,-0.03,-3.83,0.07
1996-06-27T06:08:14.227,19.84,-74.72,-82.99,113.42,-0.03,-3.83,0.07
1996-06-27T06:08:14.594,19.56,-74.57,-83.07,113.33,-0.03,-3.83,0.07
1996-06-27T06:08:14.894,19.58,-74.45,-83.12,113.29,-0.03,-3.83,0.07
1996-06-27T06:08:15.260,19.92,-74.4,-83.03,113.26,-0.03,-3.83,0.07
1996-06-27T06:08:15.560,20.06,-74.32,-82.81,113.06,-0.03,-3.83,0.07
1996-06-27T06:08:15.927,19.91,-74.31,-82.67,112.93,-0.03,-3.83,0.07
1996-06-27T06:08:16.227,19.96,-74.27,-82.59,112.85,-0.03,-3.83,0.07
1996-06-27T06:08:16.594,19.89,-74.2,-82.67,112.85,-0.03,-3.83,0.07
1996-06-27T06:08:16.894,19.88,-74.11,-82.61,112.74,-0.03,-3.82,0.07
1996-06-27T06:08:17.260,19.81,-74.12,-82.71,112.81,-0.03,-3.82,0.07
1996-06-27T06:08:17.560,19.73,-74.08,-82.82,112.85,-0.03,-3.82,0.07
1996-06-27T06:08:17.927,19.65,-74.02,-82.98,112.92,-0.03,-3.82,0.07
1996-06-27T06:08:18.227,19.75,-73.93,-83.14,113,-0.03,-3.82,0.07
1996-06-27T06:08:18.594,19.5,-73.88,-83.12,112.9,-0.03,-3.82,0.07
1996-06-27T06:08:18.894,19.64,-73.92,-83.09,112.94,-0.03,-3.82,0.07
1996-06-27T06:08:19.260,19.47,-73.91,-83.25,113.02,-0.03,-3.82,0.07
1996-06-27T06:08:19.560,19.53,-73.81,-83.29,112.99,-0.03,-3.82,0.07
1996-06-27T06:08:19.927,19.28,-73.98,-83.23,113.01,-0.03,-3.82,0.07
1996-06-27T06:08:20.227,19.31,-74.01,-83.28,113.08,-0.03,-3.82,0.07
1996-06-27T06:08:20.594,19.3,-73.79,-83.41,113.02,-0.03,-3.81,0.07
1996-06-27T06:08:20.894,19.4,-73.73,-83.23,112.87,-0.03,-3.81,0.07
1996-06-27T06:08:21.260,19.58,-73.52,-82.98,112.58,-0.03,-3.81,0.07
1996-06-27T06:08:21.560,19.5,-73.62,-82.92,112.59,-0.03,-3.81,0.07
1996-06-27T06:08:21.927,19.44,-73.58,-82.85,112.5,-0.02,-3.81,0.07
1996-06-27T06:08:22.227,19.22,-73.57,-82.73,112.37,-0.02,-3.81,0.07
1996-06-27T06:08:22.594,18.97,-73.67,-82.74,112.4,-0.02,-3.81,0.07
1996-06-27T06:08:22.894,18.99,-73.74,-82.63,112.37,-0.02,-3.81,0.07
1996-06-27T06:08:23.260,19.04,-73.81,-82.51,112.33,-0.02,-3.81,0.07
1996-06-27T06:08:23.560,19.01,-73.96,-82.61,112.5,-0.02,-3.81,0.07
1996-06-27T06:08:23.927,18.97,-74.04,-82.53,112.48,-0.02,-3.81,0.07
1996-06-27T06:08:24.227,19.05,-74.22,-82.69,112.73,-0.02,-3.81,0.07
1996-06-27T06:08:24.594,18.95,-74.24,-82.66,112.71,-0.02,-3.8,0.07
1996-06-27T06:08:24.894,18.76,-74.37,-82.72,112.81,-0.02,-3.8,0.07
1996-06-27T06:08:25.260,18.75,-74.48,-82.88,112.99,-0.02,-3.8,0.07
1996-06-27T06:08:25.560,18.95,-74.56,-82.95,113.13,-0.02,-3.8,0.07
1996-06-27T06:08:25.927,18.92,-74.68,-82.86,113.14,-0.02,-3.8,0.07
1996-06-27T06:08:26.227,18.9,-74.88,-82.85,113.26,-0.02,-3.8,0.07
1996-06-27T06:08:26.594,19.04,-75.16,-82.85,113.47,-0.02,-3.8,0.07
1996-06-27T06:08:26.894,19.08,-75.24,-82.84,113.53,-0.02,-3.8,0.07
1996-06-27T06:08:27.260,19.26,-75.38,-82.93,113.71,-0.02,-3.8,0.08
1996-06-27T06:08:27.560,19.08,-75.39,-82.83,113.62,-0.02,-3.8,0.08
1996-06-27T06:08:27.927,19.12,-75.56,-83.05,113.89,-0.02,-3.8,0.08
1996-06-27T06:08:28.227,19.06,-75.7,-82.99,113.94,-0.02,-3.79,0.08
1996-06-27T06:08:28.594,19,-75.79,-83.02,114.01,-0.02,-3.79,0.08
1996-06-27T06:08:28.894,19.07,-75.92,-82.83,113.97,-0.02,-3.79,0.08
1996-06-27T06:08:29.260,19.05,-75.93,-82.8,113.94,-0.02,-3.79,0.08
1996-06-27T06:08:29.560,19.07,-75.76,-82.66,113.74,-0.02,-3.79,0.08
1996-06-27T06:08:29.927,19.05,-75.89,-82.44,113.66,-0.02,-3.79,0.08
1996-06-27T06:08:30.227,19.01,-75.91,-82.42,113.65,-0.02,-3.79,0.08
1996-06-27T06:08:30.594,18.91,-75.88,-82.46,113.64,-0.02,-3.79,0.08
1996-06-27T06:08:30.894,18.87,-75.87,-82.39,113.58,-0.02,-3.79,0.08
1996-06-27T06:08:31.260,18.91,-75.86,-82.39,113.58,-0.02,-3.79,0.08
1996-06-27T06:08:31.560,19.04,-75.75,-82.48,113.59,-0.02,-3.79,0.08
1996-06-27T06:08:31.927,18.93,-75.7,-82.33,113.43,-0.02,-3.78,0.08
1996-06-27T06:08:32.227,18.67,-75.58,-82.53,113.46,-0.02,-3.78,0.08
1996-06-27T06:08:32.594,18.65,-75.42,-82.96,113.66,-0.02,-3.78,0.08
1996-06-27T06:08:32.894,18.8,-75.32,-83.04,113.68,-0.02,-3.78,0.08
1996-06-27T06:08:33.260,18.82,-75.28,-83.02,113.63,-0.01,-3.78,0.08
1996-06-27T06:08:33.560,18.78,-75.23,-82.99,113.58,-0.01,-3.78,0.08
1996-06-27T06:08:33.927,18.79,-75.2,-83.06,113.61,-0.01,-3.78,0.08
1996-06-27T06:08:34.227,18.67,-75.27,-83.13,113.69,-0.01,-3.78,0.08
1996-06-27T06:08:34.594,18.82,-74.94,-83.53,113.79,-0.01,-3.78,0.08
1996-06-27T06:08:34.894,18.64,-75.15,-83.5,113.88,-0.01,-3.78,0.08
1996-06-27T06:08:35.260,18.57,-75.4,-83.42,113.97,-0.01,-3.78,0.08
1996-06-27T06:08:35.560,18.63,-75.39,-83.48,114.02,-0.01,-3.77,0.08
1996-06-27T06:08:35.927,18.92,-75.31,-83.76,114.22,-0.01,-3.77,0.08
1996-06-27T06:08:36.227,19,-75.34,-83.78,114.26,-0.01,-3.77,0.08
1996-06-27T06:08:36.594,19.14,-75.28,-84.03,114.43,-0.01,-3.77,0.08
1996-06-27T06:08:36.894,19.21,-75.14,-84.2,114.47,-0.01,-3.77,0.08
1996-06-27T06:08:37.260,19.29,-75.03,-84.35,114.53,-0.01,-3.77,0.08
1996-06-27T06:08:37.560,19.3,-74.84,-84.47,114.5,-0.01,-3.77,0.08
1996-06-27T06:08:37.927,19.31,-74.69,-84.68,114.56,-0.01,-3.77,0.08
1996-06-27T06:08:38.227,19.55,-74.77,-84.53,114.53,-0.01,-3.77,0.08
1996-06-27T06:08:38.594,19.87,-74.88,-84.53,114.66,-0.01,-3.77,0.08
1996-06-27T06:08:38.894,19.8,-74.71,-84.51,114.53,-0.01,-3.77,0.08
1996-06-27T06:08:39.260,19.72,-74.37,-84.61,114.36,-0.01,-3.76,0.08
1996-06-27T06:08:39.560,19.59,-74.27,-84.68,114.33,-0.01,-3.76,0.08
1996-06-27T06:08:39.927,19.51,-74.15,-84.76,114.3,-0.01,-3.76,0.08
1996-06-27T06:08:40.227,19.33,-73.92,-85.02,114.3,-0.01,-3.76,0.08
1996-06-27T06:08:40.594,19.47,-74.23,-84.78,114.36,-0.01,-3.76,0.08
1996-06-27T06:08:40.894,19.71,-74.42,-84.69,114.46,-0.01,-3.76,0.08
1996-06-27T06:08:41.260,19.73,-74.45,-84.5,114.33,-0.01,-3.76,0.08
1996-06-27T06:08:41.560,19.46,-74.29,-84.72,114.35,-0.01,-3.76,0.08
1996-06-27T06:08:41.927,19.76,-74.74,-84.25,114.34,-0.01,-3.76,0.08
1996-06-27T06:08:42.227,20.06,-74.9,-83.98,114.3,-0.01,-3.76,0.08
1996-06-27T06:08:42.594,20.16,-74.98,-84,114.39,-0.01,-3.76,0.08
1996-06-27T06:08:42.894,20.44,-75.15,-83.79,114.4,-0.01,-3.75,0.08
1996-06-27T06:08:43.260,20.64,-75.34,-83.61,114.43,-0.01,-3.75,0.08
1996-06-27T06:08:43.560,20.28,-75.33,-83.86,114.54,-0.01,-3.75,0.08
1996-06-27T06:08:43.927,20.25,-75.19,-84.3,114.76,-0.01,-3.75,0.08
1996-06-27T06:08:44.227,20.34,-75.21,-84.39,114.86,-0.01,-3.75,0.08
1996-06-27T06:08:44.594,20.39,-75.19,-84.65,115.05,0,-3.75,0.08
1996-06-27T06:08:44.894,20.46,-75.07,-84.85,115.13,0,-3.75,0.08
1996-06-27T06:08:45.260,20.74,-75.39,-84.92,115.44,0,-3.75,0.08
1996-06-27T06:08:45.560,20.98,-75.68,-84.92,115.67,0,-3.75,0.08
1996-06-27T06:08:45.927,21.19,-75.69,-85.02,115.79,0,-3.75,0.08
1996-06-27T06:08:46.227,21.47,-75.8,-85.06,115.94,0,-3.75,0.08
1996-06-27T06:08:46.594,21.43,-75.77,-85.29,116.08,0,-3.75,0.08
1996-06-27T06:08:46.894,21.34,-76,-85.38,116.28,0,-3.74,0.08
1996-06-27T06:08:47.260,21.47,-76.06,-85.37,116.34,0,-3.74,0.08
1996-06-27T06:08:47.560,21.58,-76.12,-85.49,116.48,0,-3.74,0.09
1996-06-27T06:08:47.927,21.7,-76.14,-85.37,116.43,0,-3.74,0.09
